id,speaker,views,tags,,,,,,,,,
1440,Michael Tilson Thomas,1237759,"culture,music,history,entertainment",,,,,,,,,
1441,JP Rangaswami,648755,"philosophy,data",,,,,,,,,
1442,Karen Bass,722689,"travel,cosmos,photography,film,science and art,biology,exploration,science,environment,animals,nature,biodiversity,life,adventure,art",,,,,,,,,
1443,Joshua Foer,4647406,"memory,cognitive science,mind,neuroscience,psychology,intelligence,brain,culture,science",,,,,,,,,
1444,Renny Gleeson,1581335,"marketing,web,technology",,,,,,,,,
1445,Bart Knols,255544,"insects,health,medicine,TEDx,global issues",,,,,,,,,
1446,José Bowen,116213,"TEDx,music,history,business",,,,,,,,,
1447,Tali Sharot,1965987,"sociology,behavioral economics,happiness,cognitive science,mind,neuroscience,psychology,brain,decision-making,culture,science,life,personality",,,,,,,,,
1448,Jean-Baptiste Michel,1171609,"anthropology,literature,math,algorithm,language,history,science,collaboration,TED Fellows",,,,,,,,,
1449,David Kelley,4224421,"fear,design,creativity,technology",,,,,,,,,
1450,Carl Schoonover,882362,"physiology,biomimicry,biotech,cognitive science,neuroscience,medical research,science and art,biology,brain,science,engineering,technology,art,TED Fellows",,,,,,,,,
1451,JR,1111422,"TED Prize,photography,public spaces,art,community",,,,,,,,,
1452,Michael McDaniel,267626,"natural disaster,TEDx,disaster relief,design,global issues",,,,,,,,,
1453,Melissa Garren,150871,"nanoscale,pollution,biotech,oceans,disease,health,biology,TEDx,innovation,bacteria,science,microbiology,microbes,climate change,environment,biodiversity",,,,,,,,,
1454,Nathan Wolfe,855121,"Vaccines,virus,nanoscale,disease,public health,genetics,medical research,DNA,biology,bacteria,exploration,science,microbiology,environment,biodiversity",,,,,,,,,
1455,Hans Rosling,2100043,"presentation,population,TEDx,religion,global issues,data",,,,,,,,,
1456,Philippe Petit,628794,"magic,personal growth,entertainment,storytelling",,,,,,,,,
1457,Shereen El-Feki,486893,"AIDS,law,health,TEDx,global issues",,,,,,,,,
1458,Reggie Watts,9012670,"poetry,live music,music,comedy,entertainment,performance,humor",,,,,,,,,
1459,Ken Goldberg,354220,"robots,open-source,philosophy,programming,biotech,computers,software,interface design,social media,AI,machine learning,science and art,TEDx,science,garden,collaboration,Internet,art,community",,,,,,,,,
1460,David MacKay,454359,"wind energy,alternative energy,solar energy,math,TEDx,climate change,sustainability,global issues,data",,,,,,,,,
1461,William Noel,941072,"archaeology,open-source,books,library,museums,ancient world,TEDx,history,Internet,art",,,,,,,,,
1462,Dalia Mogahed,580666,"economics,protests,TEDx,women,data,Egypt",,,,,,,,,
1463,Sebastian Deterding,628748,"philosophy,morality,TEDx,culture,life,design,communication",,,,,,,,,
1464,Quixotic Fusion,1361076,"dance,culture,entertainment,technology",,,,,,,,,
1465,Seth Shostak,823400,"cosmos,philosophy,extraterrestrial life,Planets,NASA,prediction,universe,space,math,astronomy,TEDx,exploration,humanity,science,future,life,technology,data",,,,,,,,,
1466,David Birch,172099,"self,TEDx,security,technology",,,,,,,,,
1467,Juan Enriquez,1851779,"TED Brain Trust,Autism spectrum disorder,physiology,Planets,population,biotech,genetics,astronomy,DNA,evolution,biology,brain,TEDx,culture,innovation,history,science,future,biodiversity,life,bioethics,technology",,,,,,,,,
1468,Diane Kelly,3834355,"physiology,sex,health,evolution,biology,biomechanics,science,animals,nature,biodiversity,humor",,,,,,,,,
1469,Terry Moore,3212016,"math,culture,language,history",,,,,,,,,
1470,Damian Palin,933137,"mining,molecular biology,chemistry,biotech,oceans,water,biology,innovation,bacteria,science,natural resources,environment,sustainability,technology,TED Fellows",,,,,,,,,
1471,John Hodgman,1118811,"comedy,architecture,design,humor",,,,,,,,,
1472,Ami Klin,560239,"Autism spectrum disorder,monkeys,empathy,cognitive science,mental health,mind,neuroscience,public health,genetics,health,medicine,medical research,psychology,disability,biology,brain,TEDx,science,children",,,,,,,,,
1473,Megan Kamerick,295636,"TEDx,media,women,global issues,journalism",,,,,,,,,
1474,John Hockenberry,730340,"design,humor,journalism",,,,,,,,,
1475,Rebecca Onie,955720,"public health,poverty,health,health care,medicine,social change,global issues,society",,,,,,,,,
1476,Beeban Kidron,757418,"youth,education,film,culture,children,storytelling,art",,,,,,,,,
1477,Sarah Parcak,924077,"anthropology,archaeology,NASA,geology,space,computers,Africa,ancient world,innovation,exploration,history,science,technology,collaboration,TED Fellows,Egypt",,,,,,,,,
1478,LZ Granderson,1441464,"love,gender,LGBT,relationships,sex,TEDx,politics,social change,inequality,humor",,,,,,,,,
1479,Rodney Mullen,777998,"skateboarding,open-source,TEDx,innovation,collaboration",,,,,,,,,
1480,David R. Dow,2807978,"law,death,TEDx,prison,politics,storytelling,global issues",,,,,,,,,
1481,Ivan Oransky,633025,"sports,cancer,disease,public health,health,health care,medicine,culture,activism,aging,science,bioethics,society",,,,,,,,,
1482,Marco Tempest,1704144,"industrial design,invention,visualizations,science and art,science,design,storytelling,technology,Internet,art",,,,,,,,,
1483,Wolfgang Kessling,687091,"sports,weather,industrial design,alternative energy,solar energy,invention,energy,TEDx,innovation,architecture,infrastructure,public spaces,science,engineering,environment,sustainability,ecology,design,entertainment,global issues",,,,,,,,,
1484,Raghava KK,806695,"goal-setting,social media,TEDx,life,entertainment,storytelling,technology,art",,,,,,,,,
1485,E.O. Wilson,1033740,"student,TED Prize,youth,success,failure,math,education,medical research,biology,potential,social change,humanity,science,future,work,storytelling,technology,society",,,,,,,,,
1487,Peter Norvig,1039346,"computers,education,global issues,Internet",,,,,,,,,
1488,Jon Nguyen,708788,"Moon,cosmos,Planets,NASA,solar system,space,computers,software,demo,visualizations,astronomy,TEDx,exploration,science,technology",,,,,,,,,
1489,Nirmalya Kumar,869957,"india,TEDx,innovation,global issues,business",,,,,,,,,
1490,Rives,715637,"wikipedia,insects,web,TEDx,science,future,nature,life,entertainment,humor,Internet",,,,,,,,,
1491,Massimo Banzi,1751895,"robots,open-source,drones,code,education,creativity,technology",,,,,,,,,
1492,Don Tapscott,993703,"future,technology,business",,,,,,,,,
1494,Elyn Saks,3163822,"depression,mental health,health care,brain",,,,,,,,,
1495,Boaz Almog,2341640,"magic,nanoscale,alternative energy,invention,demo,physics,energy,innovation,potential,science,engineering,design,materials,technology",,,,,,,,,
1496,Marc Goodman,1194634,"open-source,law,crime,terrorism,violence,security,future,global issues,technology,Internet",,,,,,,,,
1498,Alanna Shaikh,1203562,"philosophy,mental health,mind,neuroscience,disease,illness,family,health,health care,medicine,psychology,self,death,compassion,brain,aging,science,future,life,TED Fellows",,,,,,,,,
1499,Cesar Harada,833683,"open-source,oceans,TEDx,global issues,TED Fellows",,,,,,,,,
1500,Usman Riaz + Preston Reed,3162404,"live music,music,entertainment,TED Fellows",,,,,,,,,
1501,Jane McGonigal,6023889,"gaming,happiness,philosophy,body language,cognitive science,mind,neuroscience,illness,social media,health,health care,medicine,psychology,self,compassion,motivation,aging,social change,science,life,entertainment,technology",,,,,,,,,
1503,Jonathan Eisen,724208,"pregnancy,physiology,Surgery,nanoscale,disease,illness,genetics,health,health care,medicine,medical research,DNA,biology,bacteria,science,microbiology,microbes,environment,nature,biodiversity",,,,,,,,,
1505,Jared Ficklin,662554,"visualizations,music,creativity",,,,,,,,,
1506,Chris Gerdes,719797,"cars,TEDx,future,technology",,,,,,,,,
1507,Todd Humphreys,723734,"hack,TEDx,security,global issues,technology",,,,,,,,,
1508,Gabriel Barcia-Colombo,704573,"memory,online video,history,design,storytelling,art,TED Fellows",,,,,,,,,
1509,Mina Bissell,976320,"molecular biology,chemistry,cancer,disease,illness,genetics,health,health care,medicine,medical research,DNA,biology,innovation,science,microbiology,women",,,,,,,,,
1510,Jamie Drummond,503097,"goal-setting,poverty,health care,global development,global issues",,,,,,,,,
1512,Neil Harbisson,2404627,"prosthetics,sound,cyborg,Senses,music,innovation,design,entertainment,technology,art",,,,,,,,,
1513,James Stavridis,717173,"open-source,social media,terrorism,war,violence,politics,global issues,collaboration,peace",,,,,,,,,
1514,Baba Shiv,845169,"cancer,health care,decision-making,TEDx,choice,business",,,,,,,,,
1515,Matt Mills,2614458,"open-source,augmented reality,programming,code,empathy,computers,software,interface design,demo,science and art,innovation,science,engineering,design,technology,communication,art",,,,,,,,,
1516,Vinay Venkatraman,581031,"TEDx,global issues,technology",,,,,,,,,
1517,John Graham-Cumming,1175315,"computers,TEDx,history,engineering,women,technology",,,,,,,,,
1518,Malte Spitz,1603266,"telecom,Europe,technology,data",,,,,,,,,
1519,Michael Hansmeyer,854347,"biomimicry,math,software,algorithm,science and art,architecture,design",,,,,,,,,
1520,Ramesh Raskar,3944425,"invention,photography,innovation,technology",,,,,,,,,
1521,Tracy Chevalier,1169997,"history,entertainment,storytelling,art",,,,,,,,,
1522,Noah Wilson-Rich,674837,"insects,bees,biology,TEDx,activism,infrastructure,science,cities,urban planning,botany,natural resources,climate change,environment,sustainability,animals,nature,agriculture,urban,ecology,plants,global issues",,,,,,,,,
1523,Michael Anti,1395616,"Asia,china,social media,global issues,technology,journalism",,,,,,,,,
1524,Rob Legato,1938009,"film,culture,history,entertainment,creativity,art",,,,,,,,,
1526,Mark Applebaum,3229723,"composing,TEDx,music,creativity,art",,,,,,,,,
1527,Wayne McGregor,874455,"dance,art",,,,,,,,,
1528,Giles Duley,138726,"photography,disability,TEDx,culture,personal growth,war,violence,storytelling,journalism",,,,,,,,,
1530,Stephen Ritz,1071025,"education,TEDx,green,garden,business",,,,,,,,,
1531,Daphne Koller,2259496,"code,computers,education,global issues,Internet",,,,,,,,,
1532,Becci Manson,759337,"Asia,memory,photography,culture,disaster relief,storytelling",,,,,,,,,
1533,Margaret Heffernan,3082600,"leadership,women in business,business",,,,,,,,,
1534,Max Little,1039322,"programming,cognitive science,mind,neuroscience,disease,illness,math,computers,health,health care,medicine,machine learning,disability,brain,speech,innovation,aging,science,global issues,technology,TED Fellows",,,,,,,,,
1535,Kirby Ferguson,1340007,"creativity,art",,,,,,,,,
1537,Bahia Shehab,1008454,"world cultures,protests,art,TED Fellows,Egypt,Middle East",,,,,,,,,
1538,Pam Warhurst,1183457,"food,botany,sustainability,green,garden,agriculture,community",,,,,,,,,
1541,Lisa Kristine,2519261,"Slavery,corruption,photography,global issues",,,,,,,,,
1542,Scilla Elworthy,1132538,"terrorism,TEDx,activism,war,violence,global issues,peace",,,,,,,,,
1543,Hannah Fry,329536,"biomimicry,anthropology,sociology,behavioral economics,prediction,population,complexity,crime,math,economics,algorithm,physics,decision-making,TEDx,culture,science,life",,,,,,,,,
1544,Jon Ronson,9317108,"mind,culture,prison,storytelling",,,,,,,,,
1545,Caitria + Morgan O'Neill,796171,"natural disaster,weather,TEDx,culture,disaster relief,collaboration",,,,,,,,,
1546,Clay Shirky,1238902,"open-source,law,software,social media,politics,future,technology,collaboration,Internet,government",,,,,,,,,
1547,Ivan Krastev,632760,"protests,culture,politics,democracy,Europe,global issues,big problems",,,,,,,,,
1548,Mark Forsyth,578165,"TEDx,culture,language,politics",,,,,,,,,
1549,Timothy Prestero,1017692,"health care,product design,TEDx,design",,,,,,,,,
1551,Antony Gormley,455747,"public spaces,design,art",,,,,,,,,
1552,David Binder,670147,"performance art,theater,community",,,,,,,,,
1553,Candy Chang,4844685,"death,public spaces,cities,art,community,TED Fellows",,,,,,,,,
1554,Leslie T. Chang,1346378,"Asia,consumerism,china,economics,culture,women,global issues",,,,,,,,,
1555,Robert Neuwirth,746924,"law,economics,cities,global issues,business,community",,,,,,,,,
1556,Shyam Sankar,840355,"computers,intelligence,AI,algorithm,machine learning,security,engineering,technology,data",,,,,,,,,
1557,Vikram Patel,913825,"depression,mental health,public health,health,global issues",,,,,,,,,
1558,Beth Noveck,510547,"politics,democracy,global issues,government,data",,,,,,,,,
1559,Kent Larson,1036880,"TEDx,architecture,infrastructure,cities,urban planning,future,design,technology",,,,,,,,,
1560,Scott Fraser,1034466,"forensics,memory,law,crime,cognitive science,mind,neuroscience,psychology,brain,sight,TEDx,prison,science,global issues,government",,,,,,,,,
1561,Jonathan Trent,780319,"wind energy,industrial design,NASA,alternative energy,solar,solar energy,biotech,oceans,water,economics,energy,biology,infrastructure,science,engineering,natural resources,climate change,environment,sustainability,nature,biodiversity,agriculture,ecology,plants,technology,business",,,,,,,,,
1562,Susan Solomon,824365,"medical imaging,molecular biology,pharmaceuticals,biotech,disease,illness,economics,genetics,health,health care,medicine,medical research,biology,innovation,politics,science,future,bioethics,technology",,,,,,,,,
1563,Sarah-Jayne Blakemore,2181037,"medical imaging,consciousness,youth,sociology,cognitive science,mind,neuroscience,education,intelligence,biology,brain,aging,science,parenting,children",,,,,,,,,
1564,Julian Treasure,1207835,"sound,Senses,architecture,design",,,,,,,,,
1565,Tristram Stuart,1451122,"food,environment",,,,,,,,,
1566,Ed Gavagan,908753,"New York,crime,medicine,violence,storytelling",,,,,,,,,
1567,Bandi Mbubi,582434,"Africa,TEDx,war,materials,technology,communication",,,,,,,,,
1568,Ellen Jorgensen,1133862,"crowdsourcing,molecular biology,synthetic biology,open-source,code,biotech,invention,genetics,science and art,DNA,biology,media,innovation,science,engineering,entrepreneur,future,microbiology,bioethics,technology,collaboration,journalism,art,community",,,,,,,,,
1569,Amy Cuddy,41505006,"TED Brain Trust,success,body language,psychology,self,brain,business",,,,,,,,,
1570,Shimon Schocken,974354,"open-source,code,computers,education,technology",,,,,,,,,
1571,John Maeda,1035038,"computers,leadership,design,creativity,humor,technology,Internet,art",,,,,,,,,
1572,Rachel Botsman,1221711,"web,business,collaboration,community",,,,,,,,,
1573,Read Montague,687166,"medical imaging,gaming,molecular biology,sociology,pharmaceuticals,behavioral economics,programming,cognitive science,mental health,mind,neuroscience,disease,software,economics,medical research,psychology,brain,decision-making,science,community",,,,,,,,,
1574,Andrew McAfee,943104,"aircraft,robots,AI,TEDx,work,technology,business",,,,,,,,,
1575,Ben Goldacre,2199832,"pharmaceuticals,cancer,corruption,illness,public health,health,health care,medicine,medical research,activism,science,data",,,,,,,,,
1576,Andrew Blum,1311288,"exploration,technology,business,Internet",,,,,,,,,
1577,Robert Gupta,1018685,"violin,live music,medicine,music,activism,performance,TED Fellows",,,,,,,,,
1578,John Lloyd,329475,"TED-Ed,consciousness,dark matter,chemistry,cosmos,philosophy,nanoscale,genetics,visualizations,AI,astronomy,physics,energy,DNA,sight,comedy,science,humor",,,,,,,,,
1579,Thomas P. Campbell,619748,"museums,art",,,,,,,,,
1580,Eddie Obeng,1480645,"productivity,success,failure,education,creativity,technology,business",,,,,,,,,
1581,Ryan Merkley,690325,"online video,computers,software,interface design,web,technology,Internet",,,,,,,,,
1582,Aris Venetikidis,654814,"transportation,map,interface design,brain,TEDx,design",,,,,,,,,
1583,Vicki Arroyo,1016863,"weather,cities,climate change,global issues",,,,,,,,,
1584,Ruby Wax,2301534,"mental health,evolution,brain,culture,activism,comedy,entertainment,humor,society",,,,,,,,,
1585,John Wilbanks,533558,"open-source,health,health care,medical research",,,,,,,,,
1586,Jason McCue,781626,"marketing,law,crime,terrorism,war,violence,global issues",,,,,,,,,
1587,Beau Lotto + Amy O'Toole,1245331,"insects,bees,memory,youth,cognitive science,mind,neuroscience,intelligence,biology,brain,decision-making,curiosity,science,children,collaboration",,,,,,,,,
1588,Maurizio Seracini,716695,"conservation,biotech,visualizations,science and art,culture,exploration,history,science,technology,collaboration,art,painting",,,,,,,,,
1591,Tim Leberecht,933694,"social media,design,business",,,,,,,,,
1592,Melissa Marshall,2054425,"presentation,speech,science,engineering,teaching,storytelling,collaboration,communication",,,,,,,,,
1593,Pankaj Ghemawat,799733,"economics,social media,social change,global issues,business",,,,,,,,,
1594,Heather Brooke,925109,"corruption,culture,politics,news,democracy,journalism",,,,,,,,,
1595,Rory Stewart,839697,"state-building,corruption,TEDx,politics,democracy,global issues,government,society",,,,,,,,,
1596,Lemn Sissay,698215,"spoken word,TEDx,culture,children",,,,,,,,,
1597,David Pizarro,683147,"smell,sociology,morality,sex,cognitive science,mind,psychology,brain,TEDx,politics,choice,history,science",,,,,,,,,
1598,Doris Kim Sung,1156645,"invention,TEDx,architecture,climate change,sustainability,design,materials,technology,art",,,,,,,,,
1599,Sanjay Pradhan,481815,"open-source,economics,global development,global issues,data",,,,,,,,,
1600,Faith Jegede Cole,1095742,"Autism spectrum disorder,mental health,brain,culture",,,,,,,,,
1601,Georgette Mulheir,793563,"youth,sociology,family,psychology,culture,activism,social change,parenting,children",,,,,,,,,
1602,Marco Tempest,1951731,"magic,illusion,technology",,,,,,,,,
1603,Hannah Brencher,1869188,"culture,communication",,,,,,,,,
1604,Gary Greenberg,1009697,"bees,photography,TEDx,nature",,,,,,,,,
1605,Emma Teeling,465061,"biomimicry,insects,disease,genetics,disability,hearing,DNA,evolution,biology,sight,TEDx,aging,science,environment,animals,biodiversity,ecology",,,,,,,,,
1606,Adam Garone,712133,"philanthropy,men,TEDx,culture",,,,,,,,,
1607,Matt Killingsworth,2649135,"happiness,software,psychology,brain,TEDx",,,,,,,,,
1608,Jake Wood,479519,"suicide,natural disaster,military,TEDx,disaster relief,global issues",,,,,,,,,
1609,Leah Buechley,761650,"toy,youth,TEDYouth,play,invention,innovation,engineering,design,art",,,,,,,,,
1610,Munir Virani,918322,"wind energy,birds,conservation,pollution,Africa,biology,bacteria,history,science,environment,animals,nature,biodiversity,ecology,adventure,Egypt",,,,,,,,,
1611,Ludwick Marishane,1583217,"invention,water,Africa,innovation,global development,entrepreneur,business",,,,,,,,,
1612,Jeff Hancock,1183792,"TEDx,technology,communication",,,,,,,,,
1613,Julie Burstein,1737988,"photography,entertainment,creativity,art",,,,,,,,,
1614,Arunachalam Muruganantham,1101861,"invention,public health,innovation,women,global issues",,,,,,,,,
1616,Amos Winter,975162,"invention,poverty,product design,physics,disability,TEDx,culture,innovation,engineering,design",,,,,,,,,
1617,Ernesto Sirolli,2771073,"TEDx,global development,global issues,business",,,,,,,,,
1618,Daphne Bavelier,4012831,"gaming,education,brain,TEDx",,,,,,,,,
1619,Sleepy Man Banjo Boys,1757802,"wunderkind,youth,live music,children,entertainment,performance",,,,,,,,,
1620,Jonas Eliasson,1180026,"cars,transportation",,,,,,,,,
1621,Janine Shepherd,1344130,"body language,health,health care,TEDx,storytelling,identity",,,,,,,,,
1622,Paolo Cardini,2277559,"product design,culture,design,humor,technology",,,,,,,,,
1623,Bobby Ghosh,648255,"faith,terrorism,TEDx,culture,religion,war,politics,global issues,Egypt",,,,,,,,,
1624,Jeff Smith,1223027,"prison,business",,,,,,,,,
1625,Lemon Andersen,1101470,"spoken word,poetry,TEDYouth,performance",,,,,,,,,
1626,Nina Tandon,1057536,"physiology,molecular biology,synthetic biology,pharmaceuticals,biotech,cancer,disease,illness,health,health care,medicine,medical research,biology,innovation,science,engineering,technology,TED Fellows",,,,,,,,,
1627,Ellen 't Hoen,384893,"pandemic,open-source,pharmaceuticals,AIDS,morality,invention,disease,illness,public health,HIV,health,health care,medicine,medical research,TEDx,activism,social change,history,science,bioethics,business,collaboration,society",,,,,,,,,
1628,Marcus Byrne,991471,"insects,solar,biology,sight,TEDx,science,animals,biodiversity,ecology",,,,,,,,,
1629,Maz Jobrani,7417368,"TEDx,culture,comedy,entertainment,performance,humor,Middle East",,,,,,,,,
1630,Markham Nolan,1204033,"online video,culture,Internet,journalism",,,,,,,,,
1631,Ben Saunders,1763387,"travel,extreme sports,sports,culture,personal growth,potential",,,,,,,,,
1632,Robin Chase,905384,"consumerism,transportation,women in business,business,collaboration",,,,,,,,,
1633,Molly Crockett,1190987,"advertising,shopping,consumerism,behavioral economics,marketing,cognitive science,mental health,mind,neuroscience,health,medical research,brain,decision-making,media,science,bioethics,journalism",,,,,,,,,
1634,Steven Addis,1371815,"photography,parenting,children",,,,,,,,,
1636,Ronny Edry,2025738,"Iran,TEDx,design,global issues,peace,Middle East",,,,,,,,,
1637,Karen Thompson Walker,1909963,"death,fear,entertainment,creativity,storytelling",,,,,,,,,
1638,Adam Davidson,780037,"economics,politics,global issues",,,,,,,,,
1639,Don Levy,717984,"film,animation,history",,,,,,,,,
1640,Andy Puddicombe,7634502,"mindfulness,happiness,productivity,success,Buddhism,body language,meditation,health,culture,work",,,,,,,,,
1641,Hadyn Parry,937544,"biomimicry,insects,synthetic biology,pandemic,biotech,disease,illness,public health,genetics,health,DNA,innovation,science,engineering,animals,ecology,global issues,technology",,,,,,,,,
1642,Jonathan Haidt,602469,"politics,global issues,society",,,,,,,,,
1643,Sue Austin,2017422,"oceans,performance art,disability,TEDx,art",,,,,,,,,
1644,Jarrett J. Krosoczka,868297,"books,TEDx,children,design,storytelling,writing,art",,,,,,,,,
1645,Boghuma Kabisen Titanji,474556,"pharmaceuticals,AIDS,health care,medicine,TEDx,global issues",,,,,,,,,
1646,Angela Patton,805365,"dance,youth,TEDx,activism,social change,women,parenting,children",,,,,,,,,
1647,Cameron Russell,18809201,"fashion,photography,TEDx,culture,beauty",,,,,,,,,
1648,Richard Weller,1029331,"Nobel Prize,physiology,molecular biology,chemistry,solar,heart health,disease,illness,health,health care,medicine,medical research,biology,TEDx,science,environment",,,,,,,,,
1649,Colin Powell,1468256,"student,youth,education,TEDx,culture,parenting,children,teaching",,,,,,,,,
1650,Colin Stokes,4002280,"men,film,TEDx,culture,parenting,identity",,,,,,,,,
1651,Janine di Giovanni,906279,"TEDx,war,global issues,journalism",,,,,,,,,
1652,Steven Schwaitzberg,495784,"Surgery,health care,medicine,TEDx,technology",,,,,,,,,
1653,Young-ha Kim,1788070,"spoken word,TEDx,creativity,writing,art",,,,,,,,,
1654,Leslie Morgan Steiner,3733072,"yesallwomen,love,relationships,culture,violence,women,global issues",,,,,,,,,
1655,Tyler DeWitt,1441003,"physiology,marketing,education,genetics,psychology,DNA,biology,TEDx,bacteria,science,microbiology,children,storytelling",,,,,,,,,
1656,Wingham Rowan,1043261,"work,global issues,technology,business",,,,,,,,,
1657,Mitch Resnick,1659403,"youth,code,computers,education,TEDx,parenting,children,technology,Internet",,,,,,,,,
1658,iO Tillett Wright,2641560,"gender,Gender spectrum,LGBT,Transgender,relationships,photography,TEDx,United States,inequality,identity",,,,,,,,,
1659,Zahra' Langhi,522718,"compassion,politics,democracy,women,global issues",,,,,,,,,
1660,Fahad Al-Attiya,1398081,"water,TEDx,food,infrastructure,cities,agriculture,technology,Middle East",,,,,,,,,
1661,Lee Cronin,979500,"3D printing,molecular biology,synthetic biology,chemistry,pharmaceuticals,biotech,invention,software,health care,medicine,medical research,product design,biology,innovation,science,engineering,future,technology",,,,,,,,,
1662,Kid President,814209,"comedy,children,humor",,,,,,,,,
1663,Cesar Kuriyama,1585729,"memory,online video,film,life,art",,,,,,,,,
1664,Edi Rama,590027,"TEDx,politics,Europe,cities,urban planning,global issues,government,art,community",,,,,,,,,
1665,Erik Schlangen,978054,"industrial design,invention,demo,TEDx,innovation,infrastructure,science,engineering,urban planning,design,materials,technology",,,,,,,,,
1666,Shabana Basij-Rasikh,918813,"yesallwomen,feminism,education,TEDx,women,global issues",,,,,,,,,
1667,Andreas Schleicher,685452,"education,inequality,teaching,global issues,data",,,,,,,,,
1668,James B. Glattfelder,2505187,"complexity,economics,TEDx,inequality,global issues,business,data",,,,,,,,,
1669,Esther Perel,9953080,"love,relationships,sex,culture",,,,,,,,,
1670,Keith Chen,1616845,"behavioral economics,economics,language,business,data",,,,,,,,,
1671,Miguel Nicolelis,1213093,"primates,prosthetics,monkeys,exoskeleton,robots,cyborg,programming,biotech,invention,cognitive science,mind,neuroscience,disability,brain,innovation,science,engineering,bioethics,design,technology",,,,,,,,,
1672,Kakenya Ntaiya,2441446,"yesallwomen,feminism,Africa,education,TEDx,activism,global development,women",,,,,,,,,
1673,Afra Raymond,819380,"corruption,crime,economics,protests,TEDx,government",,,,,,,,,
1674,Michael Dickinson,1502247,"physiology,insects,flight,nanoscale,cognitive science,mind,neuroscience,evolution,biology,biomechanics,brain,TEDx,science,animals,ecology",,,,,,,,,
1675,Bruce Feiler,1378947,"youth,software,family,culture,engineering,parenting,children",,,,,,,,,
1677,Bruno Maisonnier,1181848,"robots,TEDx",,,,,,,,,
1678,Sugata Mitra,2836925,"TED Prize,code,education,technology",,,,,,,,,
1679,Jennifer Granholm,742177,"energy,work,global issues",,,,,,,,,
1682,Amanda Palmer,8817955,"TED Brain Trust,performance art,music,entertainment,business",,,,,,,,,
1683,Allan Savory,3944722,"climate change,green,agriculture",,,,,,,,,
1684,Edith Widder,3647086,"submarine,oceans,technology",,,,,,,,,
1685,Ron Finley,2958416,"health,culture,food,social change,garden,agriculture",,,,,,,,,
1687,Shane Koyczan,5105033,"spoken word,poetry,depression,mental health,compassion,bullying,children",,,,,,,,,
1688,Dan Pallotta,4189686,"philanthropy,culture,global issues,business",,,,,,,,,
1689,David Anderson,1325982,"insects,mental health,neuroscience,brain,TEDx",,,,,,,,,
1690,Stewart Brand,1910145,"deextinction,TED Brain Trust,philosophy,biology,technology",,,,,,,,,
1691,Bono,1631862,"poverty,activism,inequality,global issues",,,,,,,,,
1692,Catarina Mota,1051943,"design,creativity,technology,TED Fellows",,,,,,,,,
1693,Danny Hillis,1256607,"TED Brain Trust,computers,technology,Internet",,,,,,,,,
1694,Hyeonseo Lee,8278915,"Asia,family,culture,politics,global issues",,,,,,,,,
1695,Elon Musk,4331158,"transportation,solar energy,space,energy,innovation,exploration,entrepreneur,technology",,,,,,,,,
1696,Francis Collins,787743,"molecular biology,synthetic biology,pharmaceuticals,biotech,disease,illness,public health,genetics,health,health care,medicine,medical research,DNA,biology,innovation,science,engineering,future",,,,,,,,,
1697,Eric Whitacre,995409,"conducting,live music,virtual reality,entertainment,technology,collaboration,community",,,,,,,,,
1698,Jessica Green,947047,"health,visualizations,biology,architecture,science,microbiology,microbes,climate change,environment,sustainability,biodiversity,ecology,design,collaboration,data,TED Fellows",,,,,,,,,
1699,Richard Turere,1972202,"biodiversity,agriculture,technology",,,,,,,,,
1700,Mark Shaw,1517837,"nanoscale,invention,water,demo,technology",,,,,,,,,
1701,Colin Camerer,1300384,"monkeys,behavioral economics,neuroscience,economics,TEDx,choice",,,,,,,,,
1702,Lawrence Lessig,1434037,"law,corruption,politics,democracy,global issues,government",,,,,,,,,
1703,Kees Moeliker,1294454,"birds,sex,biology,science,environment,humor",,,,,,,,,
1704,Sanjay Dastoor,1662843,"transportation,technology",,,,,,,,,
1705,Katherine Kuchenbecker,273687,"TEDYouth,engineering,technology",,,,,,,,,
1706,Dan Ariely,5195720,"behavioral economics,productivity,motivation,TEDx,leadership,work,business",,,,,,,,,
1707,Skylar Tibbits,2418272,"industrial design,design,technology,TED Fellows",,,,,,,,,
1708,Ken Jennings,1106187,"robots,computers,AI,TEDx,entertainment,technology",,,,,,,,,
1709,Keller Rinaudo,1110395,"robots,technology",,,,,,,,,
1710,Freeman Hrabowski,896457,"race,math,education,medical research,psychology,curiosity,social change,history,inequality,science,engineering,technology,community",,,,,,,,,
1711,Eric Dishman,814076,"heart health,health care,technology",,,,,,,,,
1712,Laura Snyder,1190978,"philosophy,math,computers,science and art,physics,culture,activism,innovation,history,science,storytelling,technology",,,,,,,,,
1713,Rose George,1611860,"smell,water,health,global issues,big problems,sanitation",,,,,,,,,
1714,Thomas Insel,1161031,"depression,mental health,neuroscience,health,brain,TEDx",,,,,,,,,
1715,Joshua Prager,1312565,"anthropology,disability,storytelling,writing",,,,,,,,,
1716,BLACK,6894736,"toy,dance,entertainment,performance",,,,,,,,,
1717,Andres Lozano,1285795,"depression,mental health,neuroscience,health care,brain,TEDx",,,,,,,,,
1718,John McWhorter,2068839,"sociology,culture,language,technology",,,,,,,,,
1719,Robert Gordon,1077505,"economics,innovation,global issues,technology",,,,,,,,,
1720,Erik Brynjolfsson,1183409,"economics,work,technology,business",,,,,,,,,
